Gmt time,Open,High,Low,Close,Volume
07.01.2019 00:00:00.000,1.33687,1.33773,1.33657,1.33773,3785.3101
07.01.2019 01:00:00.000,1.33773,1.33775,1.33645,1.33667,3486.2
07.01.2019 02:00:00.000,1.33666,1.33677,1.33582,1.33607,3294.8101
07.01.2019 03:00:00.000,1.33607,1.33639,1.33577,1.33578,2653.3401
07.01.2019 04:00:00.000,1.33577,1.33593,1.33556,1.33571,2330.73
07.01.2019 05:00:00.000,1.33573,1.33587,1.33551,1.33569,2808.72
07.01.2019 06:00:00.000,1.33569,1.33619,1.33553,1.33576,3395.8
07.01.2019 07:00:00.000,1.33577,1.33642,1.33500,1.33509,5449.3901
07.01.2019 08:00:00.000,1.33507,1.33613,1.33438,1.33605,5676.8301
07.01.2019 09:00:00.000,1.33605,1.33666,1.33567,1.33622,4617.46
07.01.2019 10:00:00.000,1.33622,1.33666,1.33542,1.33631,3872.95
07.01.2019 11:00:00.000,1.33634,1.33693,1.33576,1.33585,3974.21
07.01.2019 12:00:00.000,1.33586,1.33610,1.33477,1.33515,9238.71
07.01.2019 13:00:00.000,1.33515,1.33559,1.33387,1.33503,7675.9302
07.01.2019 14:00:00.000,1.33502,1.33638,1.33347,1.33404,9312.3701
07.01.2019 15:00:00.000,1.33396,1.33399,1.33038,1.33140,14783.1396
07.01.2019 16:00:00.000,1.33141,1.33152,1.32858,1.32919,9807.3496
07.01.2019 17:00:00.000,1.32919,1.33056,1.32866,1.32917,7680.1899
07.01.2019 18:00:00.000,1.32917,1.32959,1.32782,1.32935,9591.71
07.01.2019 19:00:00.000,1.32936,1.33025,1.32905,1.32942,7765.96
07.01.2019 20:00:00.000,1.32942,1.33041,1.32919,1.32961,5518.6802
07.01.2019 21:00:00.000,1.32960,1.33037,1.32943,1.32978,2303.77
07.01.2019 22:00:00.000,1.32968,1.32992,1.32893,1.32952,1540.33
07.01.2019 23:00:00.000,1.32952,1.32967,1.32905,1.32964,1606.14
